transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0002169,2024-02-15 04:55:50,RECHARGE,Retail,1669.74,FAILED,18-25,26-35,Haryana,IndusInd Bank,PNB,Android,4G,0,4,Thursday,0
TXN0002170,2024-02-15 05:19:45,BILL_PAYMENT,Electronics,395.22,SUCCESS,36-45,46-55,Rajasthan,SBI,Bank of Baroda,Android,WiFi,0,5,Thursday,0
TXN0002171,2024-02-15 05:49:46,MERCHANT,,924.42,SUCCESS,26-35,26-35,Haryana,HDFC Bank,Kotak Bank,Android,5G,0,5,Thursday,0
TXN0002172,2024-02-15 06:16:48,P2P,Electronics,3395.72,SUCCESS,46-55,46-55,Karnataka,Bank of Baroda,SBI,Android,WiFi,0,6,Thursday,0
TXN0002173,2024-02-15 06:43:12,BILL_PAYMENT,Travel,854.91,SUCCESS,18-25,56+,Rajasthan,Kotak Bank,PNB,iOS,4G,0,6,Thursday,0
TXN0002174,2024-02-15 07:13:11,MERCHANT,Groceries,463998.52,SUCCESS,46-55,46-55,Uttar Pradesh,PNB,HDFC Bank,Android,5G,1,7,Thursday,0
TXN0002175,2024-02-15 07:55:47,MERCHANT,Food,1591.59,SUCCESS,56+,26-35,Jharkhand,Bank of Baroda,SBI,Android,4G,0,7,Thursday,0
TXN0002176,2024-02-15 08:21:34,P2P,,141.28,SUCCESS,26-35,26-35,West Bengal,SBI,SBI,Android,4G,0,8,Thursday,0
TXN0002177,2024-02-15 08:38:11,MERCHANT,Retail,1980.18,SUCCESS,46-55,46-55,Jharkhand,Axis Bank,PNB,iOS,5G,0,8,Thursday,0
TXN0002178,2024-02-15 09:03:27,MERCHANT,Food,552.93,SUCCESS,56+,26-35,Karnataka,SBI,ICICI Bank,Android,4G,0,9,Thursday,0
TXN0002179,2024-02-15 09:56:02,RECHARGE,Education,836.88,SUCCESS,46-55,18-25,Punjab,SBI,Kotak Bank,iOS,4G,0,9,Thursday,0
TXN0002180,2024-02-15 10:26:47,P2P,Retail,534.73,SUCCESS,26-35,46-55,Uttar Pradesh,PNB,Axis Bank,iOS,4G,0,10,Thursday,0
TXN0002181,2024-02-15 10:48:03,P2M,Travel,5961.22,SUCCESS,18-25,26-35,Haryana,ICICI Bank,Kotak Bank,Android,WiFi,0,10,Thursday,0
TXN0002182,2024-02-15 11:07:09,RECHARGE,Electronics,2687.52,SUCCESS,26-35,26-35,Haryana,Canara Bank,Bank of Baroda,Android,4G,0,11,Thursday,0
TXN0002183,2024-02-15 11:46:24,P2M,Groceries,2690.5,SUCCESS,56+,18-25,Bihar,PNB,Axis Bank,iOS,5G,0,11,Thursday,0
TXN0002184,2024-02-15 12:28:00,BILL_PAYMENT,Retail,247.47,SUCCESS,36-45,26-35,Maharashtra,Union Bank,Union Bank,Android,5G,0,12,Thursday,0
TXN0002185,2024-02-15 12:57:08,P2M,Education,1472.49,SUCCESS,26-35,46-55,Rajasthan,ICICI Bank,Kotak Bank,Android,WiFi,0,12,Thursday,0
TXN0002186,2024-02-15 13:22:12,P2M,Groceries,8191.0,SUCCESS,36-45,46-55,Tamil Nadu,PNB,Union Bank,iOS,4G,0,13,Thursday,0
TXN0002187,2024-02-15 13:38:39,MERCHANT,Utilities,753.36,SUCCESS,46-55,26-35,Rajasthan,ICICI Bank,Kotak Bank,iOS,WiFi,0,13,Thursday,0
TXN0002188,2024-02-15 14:09:50,P2P,Retail,1145.62,SUCCESS,26-35,36-45,Punjab,HDFC Bank,Union Bank,iOS,5G,0,14,Thursday,0
TXN0002189,2024-02-15 14:47:30,MERCHANT,Utilities,1356.68,SUCCESS,18-25,26-35,Haryana,HDFC Bank,Union Bank,iOS,4G,0,14,Thursday,0
TXN0002190,2024-02-15 15:28:29,MERCHANT,Entertainment,1352.74,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC Bank,IndusInd Bank,Android,4G,0,15,Thursday,0
TXN0002191,2024-02-15 15:56:25,BILL_PAYMENT,Entertainment,606.81,SUCCESS,56+,18-25,Madhya Pradesh,Kotak Bank,Union Bank,Android,4G,0,15,Thursday,0
TXN0002192,2024-02-15 16:03:18,P2M,Healthcare,398.5,SUCCESS,46-55,56+,Karnataka,HDFC Bank,Kotak Bank,Android,4G,0,16,Thursday,0
TXN0002193,2024-02-15 16:36:26,P2M,Education,2093.92,SUCCESS,56+,36-45,Punjab,HDFC Bank,Canara Bank,Android,5G,0,16,Thursday,0
TXN0002194,2024-02-15 17:05:48,RECHARGE,Entertainment,2622.63,SUCCESS,46-55,56+,Tamil Nadu,ICICI Bank,Axis Bank,iOS,4G,0,17,Thursday,0
TXN0002195,2024-02-15 17:45:59,P2M,Retail,3283.88,SUCCESS,36-45,36-45,Jharkhand,SBI,Union Bank,Android,4G,0,17,Thursday,0
TXN0002196,2024-02-15 18:11:32,P2P,Electronics,3271.89,SUCCESS,26-35,26-35,Madhya Pradesh,Bank of Baroda,Union Bank,iOS,4G,0,18,Thursday,0
TXN0002197,2024-02-15 18:55:59,P2M,Entertainment,174.35,SUCCESS,18-25,56+,Delhi,Kotak Bank,Bank of Baroda,Android,5G,0,18,Thursday,0
TXN0002198,2024-02-15 19:06:17,RECHARGE,Travel,4247.13,SUCCESS,26-35,46-55,Rajasthan,Canara Bank,IndusInd Bank,Android,4G,0,19,Thursday,0
TXN0002199,2024-02-15 19:44:58,RECHARGE,,1780.87,SUCCESS,18-25,26-35,Madhya Pradesh,Union Bank,HDFC Bank,Android,WiFi,0,19,Thursday,0
TXN0002200,2024-02-15 20:15:15,MERCHANT,,6232.99,SUCCESS,56+,36-45,Haryana,Union Bank,Kotak Bank,iOS,4G,0,20,Thursday,0
TXN0002201,2024-02-15 20:56:21,P2M,Healthcare,5045.15,SUCCESS,18-25,56+,Delhi,Axis Bank,PNB,Android,4G,0,20,Thursday,0
TXN0002202,2024-02-15 21:08:46,BILL_PAYMENT,Healthcare,286.51,SUCCESS,46-55,36-45,Delhi,Bank of Baroda,HDFC Bank,iOS,4G,0,21,Thursday,0
TXN0002203,2024-02-15 21:49:36,RECHARGE,,7573.67,SUCCESS,18-25,36-45,Tamil Nadu,Kotak Bank,SBI,Android,WiFi,0,21,Thursday,0
TXN0002204,2024-02-15 22:12:13,P2P,Education,793.43,SUCCESS,56+,36-45,Maharashtra,SBI,Axis Bank,Android,5G,0,22,Thursday,0
TXN0002205,2024-02-15 22:33:25,P2P,Healthcare,2514.89,SUCCESS,26-35,46-55,West Bengal,Kotak Bank,Canara Bank,Android,WiFi,0,22,Thursday,0
TXN0002206,2024-02-15 23:07:34,P2P,,128.07,SUCCESS,18-25,46-55,West Bengal,Bank of Baroda,PNB,Android,WiFi,0,23,Thursday,0
TXN0002207,2024-02-15 23:51:36,MERCHANT,Utilities,291.31,SUCCESS,18-25,56+,Bihar,HDFC Bank,ICICI Bank,Android,4G,0,23,Thursday,0
TXN0002208,2024-02-16 00:20:59,RECHARGE,Utilities,5693.7,SUCCESS,26-35,46-55,Rajasthan,SBI,Union Bank,Android,4G,0,0,Friday,0
TXN0002209,2024-02-16 00:59:23,MERCHANT,Electronics,1813.95,SUCCESS,56+,46-55,Gujarat,SBI,SBI,iOS,4G,0,0,Friday,0
TXN0002210,2024-02-16 01:08:40,MERCHANT,Groceries,4380.41,SUCCESS,56+,26-35,Bihar,Axis Bank,ICICI Bank,Android,4G,0,1,Friday,0
TXN0002211,2024-02-16 01:58:21,BILL_PAYMENT,Retail,5096.42,SUCCESS,56+,26-35,Bihar,PNB,Axis Bank,Android,WiFi,0,1,Friday,0
TXN0002212,2024-02-16 02:16:56,RECHARGE,Education,1936.54,SUCCESS,46-55,26-35,Jharkhand,Bank of Baroda,PNB,iOS,WiFi,0,2,Friday,0
TXN0002213,2024-02-16 02:45:55,RECHARGE,,10932.94,SUCCESS,56+,26-35,Tamil Nadu,Kotak Bank,ICICI Bank,Android,4G,0,2,Friday,0
TXN0002214,2024-02-16 03:12:05,MERCHANT,Groceries,382.95,SUCCESS,18-25,18-25,Jharkhand,PNB,Bank of Baroda,Android,4G,0,3,Friday,0
TXN0002215,2024-02-16 03:46:53,RECHARGE,Travel,1985.48,FAILED,26-35,18-25,Rajasthan,ICICI Bank,Bank of Baroda,Android,5G,0,3,Friday,0
TXN0002216,2024-02-16 04:08:20,MERCHANT,Entertainment,5780.33,SUCCESS,46-55,46-55,Karnataka,IndusInd Bank,Bank of Baroda,iOS,WiFi,0,4,Friday,0
TXN0002217,2024-02-16 04:31:56,BILL_PAYMENT,Retail,180.44,SUCCESS,26-35,56+,Gujarat,PNB,Kotak Bank,Android,4G,0,4,Friday,0
TXN0002218,2024-02-16 05:06:25,RECHARGE,Groceries,11.07,SUCCESS,18-25,56+,Tamil Nadu,IndusInd Bank,Canara Bank,iOS,4G,0,5,Friday,0
TXN0002219,2024-02-16 05:52:47,P2M,Utilities,1525.14,SUCCESS,26-35,46-55,Jharkhand,Canara Bank,Canara Bank,Android,4G,0,5,Friday,0
TXN0002220,2024-02-16 06:09:43,RECHARGE,Healthcare,5276.19,SUCCESS,26-35,46-55,Delhi,Bank of Baroda,Union Bank,iOS,4G,0,6,Friday,0
TXN0002221,2024-02-16 06:36:34,MERCHANT,Food,77665.33,SUCCESS,56+,26-35,Rajasthan,Kotak Bank,ICICI Bank,iOS,WiFi,1,6,Friday,0
TXN0002222,2024-02-16 07:18:07,P2M,Retail,857.17,SUCCESS,46-55,46-55,Jharkhand,Canara Bank,SBI,iOS,4G,0,7,Friday,0
TXN0002223,2024-02-16 07:59:00,RECHARGE,,320.46,SUCCESS,18-25,46-55,Andhra Pradesh,PNB,IndusInd Bank,Android,WiFi,0,7,Friday,0
TXN0002224,2024-02-16 08:12:00,MERCHANT,Electronics,1271.91,SUCCESS,56+,56+,Madhya Pradesh,Union Bank,Bank of Baroda,iOS,5G,0,8,Friday,0
TXN0002225,2024-02-16 08:31:11,P2P,Retail,3773.74,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI Bank,Kotak Bank,iOS,4G,0,8,Friday,0
TXN0002226,2024-02-16 09:04:33,P2M,Groceries,3117.61,SUCCESS,26-35,26-35,Jharkhand,SBI,IndusInd Bank,Android,WiFi,0,9,Friday,0
TXN0002227,2024-02-16 09:52:23,P2P,Groceries,10349.56,SUCCESS,36-45,46-55,Tamil Nadu,Axis Bank,Union Bank,Android,4G,0,9,Friday,0
TXN0002228,2024-02-16 10:05:37,RECHARGE,Food,1697.33,SUCCESS,36-45,18-25,Gujarat,SBI,HDFC Bank,Android,4G,0,10,Friday,0
TXN0002229,2024-02-16 10:53:09,P2M,Electronics,4412.37,FAILED,56+,18-25,Punjab,ICICI Bank,Union Bank,Android,4G,0,10,Friday,0
TXN0002230,2024-02-16 11:25:18,BILL_PAYMENT,Groceries,3162.56,SUCCESS,56+,46-55,Haryana,Bank of Baroda,Axis Bank,iOS,WiFi,0,11,Friday,0
TXN0002231,2024-02-16 11:40:06,P2M,Education,1771.16,SUCCESS,18-25,56+,Uttar Pradesh,ICICI Bank,SBI,Android,4G,0,11,Friday,0
TXN0002232,2024-02-16 12:02:45,P2P,Healthcare,1596.62,SUCCESS,56+,46-55,Rajasthan,Union Bank,Kotak Bank,iOS,5G,0,12,Friday,0
TXN0002233,2024-02-16 12:56:07,P2P,Groceries,5230.74,SUCCESS,46-55,46-55,Maharashtra,PNB,ICICI Bank,iOS,5G,0,12,Friday,0
TXN0002234,2024-02-16 13:00:10,BILL_PAYMENT,Healthcare,1247.43,SUCCESS,56+,26-35,Uttar Pradesh,Canara Bank,ICICI Bank,Android,4G,0,13,Friday,0
TXN0002235,2024-02-16 13:52:04,P2M,Retail,4162.96,SUCCESS,18-25,18-25,Maharashtra,Kotak Bank,Union Bank,Android,WiFi,0,13,Friday,0
TXN0002236,2024-02-16 14:12:08,RECHARGE,Education,2224.29,SUCCESS,26-35,46-55,Delhi,SBI,Union Bank,iOS,4G,0,14,Friday,0
TXN0002237,2024-02-16 14:43:20,P2M,Travel,2588.84,SUCCESS,46-55,26-35,Andhra Pradesh,Union Bank,IndusInd Bank,iOS,4G,0,14,Friday,0
TXN0002238,2024-02-16 15:01:41,P2P,Retail,5939.89,SUCCESS,56+,56+,Delhi,IndusInd Bank,Axis Bank,Android,4G,0,15,Friday,0
TXN0002239,2024-02-16 15:54:08,P2P,Healthcare,1840.35,SUCCESS,56+,18-25,Bihar,ICICI Bank,Bank of Baroda,iOS,WiFi,0,15,Friday,0
TXN0002240,2024-02-16 16:23:35,P2P,Education,7583.03,SUCCESS,56+,26-35,Punjab,IndusInd Bank,HDFC Bank,iOS,5G,0,16,Friday,0
TXN0002241,2024-02-16 16:42:58,P2M,Groceries,6424.93,SUCCESS,18-25,26-35,Maharashtra,Union Bank,Union Bank,iOS,4G,0,16,Friday,0
TXN0002242,2024-02-16 17:03:33,RECHARGE,Food,2572.93,SUCCESS,26-35,46-55,Andhra Pradesh,Bank of Baroda,SBI,Android,4G,0,17,Friday,0
TXN0002243,2024-02-16 17:58:34,BILL_PAYMENT,Groceries,3783.16,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,SBI,Android,WiFi,0,17,Friday,0
TXN0002244,2024-02-16 18:18:31,P2M,Travel,1987.84,FAILED,56+,46-55,Jharkhand,Canara Bank,Axis Bank,iOS,4G,0,18,Friday,0
TXN0002245,2024-02-16 18:56:16,P2M,Food,276727.18,SUCCESS,56+,36-45,Rajasthan,ICICI Bank,Union Bank,iOS,5G,1,18,Friday,0
TXN0002246,2024-02-16 19:06:40,BILL_PAYMENT,Retail,16610.02,SUCCESS,18-25,46-55,Bihar,Canara Bank,Union Bank,Android,4G,0,19,Friday,0
TXN0002247,2024-02-16 19:39:47,MERCHANT,Entertainment,1709.18,SUCCESS,56+,26-35,West Bengal,Union Bank,Axis Bank,Android,4G,0,19,Friday,0
TXN0002248,2024-02-16 20:14:48,BILL_PAYMENT,Retail,5912.54,SUCCESS,46-55,26-35,West Bengal,Canara Bank,Union Bank,iOS,4G,0,20,Friday,0
TXN0002249,2024-02-16 20:47:49,MERCHANT,Electronics,508.58,SUCCESS,56+,18-25,Karnataka,IndusInd Bank,Axis Bank,Android,4G,0,20,Friday,0
TXN0002250,2024-02-16 21:28:15,BILL_PAYMENT,Entertainment,7469.53,SUCCESS,56+,56+,Delhi,IndusInd Bank,HDFC Bank,Android,WiFi,0,21,Friday,0
TXN0002251,2024-02-16 21:54:46,BILL_PAYMENT,,2191.07,SUCCESS,26-35,36-45,Haryana,PNB,IndusInd Bank,Android,4G,0,21,Friday,0
TXN0002252,2024-02-16 22:09:51,BILL_PAYMENT,,413.05,SUCCESS,46-55,36-45,Bihar,HDFC Bank,Bank of Baroda,iOS,4G,0,22,Friday,0
TXN0002253,2024-02-16 22:52:13,RECHARGE,Retail,8021.82,SUCCESS,18-25,36-45,Gujarat,SBI,Canara Bank,Android,4G,0,22,Friday,0
TXN0002254,2024-02-16 23:18:29,RECHARGE,Travel,1648.54,SUCCESS,26-35,56+,Gujarat,PNB,Union Bank,Android,4G,0,23,Friday,0
TXN0002255,2024-02-16 23:31:31,P2P,Food,1902.91,SUCCESS,36-45,56+,West Bengal,Union Bank,HDFC Bank,Android,WiFi,0,23,Friday,0
TXN0002256,2024-02-17 00:28:03,RECHARGE,Entertainment,111.41,SUCCESS,56+,26-35,Madhya Pradesh,Bank of Baroda,Canara Bank,iOS,4G,0,0,Saturday,1
TXN0002257,2024-02-17 00:41:12,P2P,Travel,2550.33,SUCCESS,26-35,56+,Gujarat,Axis Bank,HDFC Bank,Android,4G,0,0,Saturday,1
TXN0002258,2024-02-17 01:11:53,BILL_PAYMENT,Retail,5242.76,SUCCESS,56+,46-55,Punjab,HDFC Bank,Canara Bank,Android,5G,0,1,Saturday,1
TXN0002259,2024-02-17 01:45:35,P2P,Electronics,3508.45,SUCCESS,56+,36-45,Haryana,ICICI Bank,ICICI Bank,iOS,5G,0,1,Saturday,1
TXN0002260,2024-02-17 02:04:01,RECHARGE,Travel,523.82,SUCCESS,56+,18-25,Telangana,Union Bank,ICICI Bank,Android,4G,0,2,Saturday,1
TXN0002261,2024-02-17 02:30:01,P2M,Retail,7603.16,SUCCESS,36-45,26-35,Madhya Pradesh,Union Bank,Union Bank,iOS,WiFi,0,2,Saturday,1
TXN0002262,2024-02-17 03:03:44,MERCHANT,Education,4085.99,SUCCESS,36-45,18-25,Punjab,PNB,Canara Bank,Android,WiFi,0,3,Saturday,1
TXN0002263,2024-02-17 03:43:20,RECHARGE,Education,1239.96,SUCCESS,46-55,36-45,Uttar Pradesh,HDFC Bank,Union Bank,iOS,4G,0,3,Saturday,1
TXN0002264,2024-02-17 04:29:28,BILL_PAYMENT,Healthcare,583.86,SUCCESS,26-35,36-45,Madhya Pradesh,PNB,SBI,Android,4G,0,4,Saturday,1
TXN0002265,2024-02-17 04:39:48,RECHARGE,Utilities,1401.52,SUCCESS,46-55,36-45,Jharkhand,Bank of Baroda,Axis Bank,Android,4G,0,4,Saturday,1
TXN0002266,2024-02-17 05:01:55,RECHARGE,Travel,3860.87,SUCCESS,36-45,56+,Tamil Nadu,Union Bank,ICICI Bank,Android,4G,0,5,Saturday,1
TXN0002267,2024-02-17 05:58:09,MERCHANT,Healthcare,1423.68,SUCCESS,26-35,26-35,Tamil Nadu,HDFC Bank,Canara Bank,Android,WiFi,0,5,Saturday,1
TXN0002268,2024-02-17 06:15:17,RECHARGE,,1591.91,SUCCESS,26-35,46-55,West Bengal,IndusInd Bank,Bank of Baroda,iOS,WiFi,0,6,Saturday,1
TXN0002269,2024-02-17 06:48:46,MERCHANT,,698.81,SUCCESS,56+,18-25,Uttar Pradesh,PNB,HDFC Bank,Android,WiFi,0,6,Saturday,1
TXN0002270,2024-02-17 07:03:13,P2P,,153.55,SUCCESS,36-45,46-55,Madhya Pradesh,Canara Bank,ICICI Bank,Android,4G,0,7,Saturday,1
TXN0002271,2024-02-17 07:49:49,P2M,,548.73,SUCCESS,56+,18-25,Bihar,Canara Bank,Canara Bank,iOS,4G,0,7,Saturday,1
TXN0002272,2024-02-17 08:14:30,RECHARGE,Education,382.52,SUCCESS,36-45,18-25,Andhra Pradesh,Axis Bank,Bank of Baroda,Android,4G,0,8,Saturday,1
TXN0002273,2024-02-17 08:31:29,RECHARGE,Education,370.4,SUCCESS,18-25,26-35,Rajasthan,HDFC Bank,Kotak Bank,Android,4G,0,8,Saturday,1
TXN0002274,2024-02-17 09:28:29,RECHARGE,Food,511.39,SUCCESS,36-45,26-35,Jharkhand,SBI,ICICI Bank,Android,4G,0,9,Saturday,1
TXN0002275,2024-02-17 09:32:01,P2M,Travel,397300.41,SUCCESS,46-55,26-35,Jharkhand,SBI,SBI,Android,5G,1,9,Saturday,1
TXN0002276,2024-02-17 10:02:22,RECHARGE,Retail,2673.75,SUCCESS,26-35,46-55,Tamil Nadu,PNB,ICICI Bank,Android,WiFi,0,10,Saturday,1
TXN0002277,2024-02-17 10:46:33,MERCHANT,Entertainment,2003.84,SUCCESS,36-45,18-25,Karnataka,HDFC Bank,Bank of Baroda,Android,4G,0,10,Saturday,1
TXN0002278,2024-02-17 11:01:45,RECHARGE,Education,1879.75,SUCCESS,36-45,18-25,Tamil Nadu,Kotak Bank,Union Bank,Android,4G,0,11,Saturday,1
TXN0002279,2024-02-17 11:44:46,BILL_PAYMENT,Food,313070.14,SUCCESS,46-55,36-45,Uttar Pradesh,PNB,PNB,iOS,4G,1,11,Saturday,1
TXN0002280,2024-02-17 12:07:07,MERCHANT,Entertainment,79.37,SUCCESS,56+,18-25,Punjab,Union Bank,Canara Bank,iOS,5G,0,12,Saturday,1
TXN0002281,2024-02-17 12:52:08,P2P,Entertainment,719.8,SUCCESS,36-45,46-55,Bihar,PNB,Union Bank,iOS,4G,0,12,Saturday,1
TXN0002282,2024-02-17 13:05:16,P2M,Electronics,5363.32,SUCCESS,36-45,56+,Uttar Pradesh,SBI,Bank of Baroda,Android,4G,0,13,Saturday,1
TXN0002283,2024-02-17 13:40:34,RECHARGE,Retail,35.54,SUCCESS,26-35,18-25,Karnataka,IndusInd Bank,Union Bank,iOS,4G,0,13,Saturday,1
TXN0002284,2024-02-17 14:00:08,RECHARGE,,4646.07,SUCCESS,18-25,46-55,Madhya Pradesh,Canara Bank,HDFC Bank,Android,WiFi,0,14,Saturday,1
TXN0002285,2024-02-17 14:42:53,RECHARGE,,3114.39,SUCCESS,26-35,46-55,Maharashtra,Canara Bank,Axis Bank,Android,5G,0,14,Saturday,1
TXN0002286,2024-02-17 15:18:16,P2M,Utilities,606.18,SUCCESS,56+,18-25,Madhya Pradesh,Kotak Bank,Bank of Baroda,Android,4G,0,15,Saturday,1
TXN0002287,2024-02-17 15:53:02,P2M,Retail,862.4,SUCCESS,56+,26-35,Jharkhand,Union Bank,Kotak Bank,Android,4G,0,15,Saturday,1
TXN0002288,2024-02-17 16:03:42,RECHARGE,Entertainment,2844.85,SUCCESS,26-35,18-25,Telangana,Axis Bank,Kotak Bank,iOS,4G,0,16,Saturday,1
TXN0002289,2024-02-17 16:53:59,MERCHANT,Electronics,3642.96,SUCCESS,56+,56+,Gujarat,SBI,SBI,Android,WiFi,0,16,Saturday,1
TXN0002290,2024-02-17 17:09:12,BILL_PAYMENT,Healthcare,61.46,SUCCESS,18-25,56+,Haryana,Axis Bank,Kotak Bank,iOS,4G,0,17,Saturday,1
TXN0002291,2024-02-17 17:53:13,P2M,Food,2386.52,SUCCESS,26-35,56+,Andhra Pradesh,Canara Bank,Canara Bank,Android,4G,0,17,Saturday,1
TXN0002292,2024-02-17 18:11:55,P2M,,39.81,SUCCESS,46-55,56+,Gujarat,ICICI Bank,Union Bank,Android,4G,0,18,Saturday,1
TXN0002293,2024-02-17 18:51:27,P2M,Utilities,1503.31,SUCCESS,46-55,26-35,Andhra Pradesh,IndusInd Bank,SBI,Android,4G,0,18,Saturday,1
TXN0002294,2024-02-17 19:28:33,RECHARGE,Entertainment,648.83,SUCCESS,56+,56+,Bihar,Axis Bank,Union Bank,iOS,4G,0,19,Saturday,1
TXN0002295,2024-02-17 19:52:21,P2M,Groceries,972.49,SUCCESS,46-55,18-25,Madhya Pradesh,HDFC Bank,PNB,iOS,4G,0,19,Saturday,1
TXN0002296,2024-02-17 20:18:27,MERCHANT,Retail,2867.76,SUCCESS,36-45,36-45,West Bengal,IndusInd Bank,IndusInd Bank,Android,WiFi,0,20,Saturday,1
TXN0002297,2024-02-17 20:52:21,BILL_PAYMENT,Healthcare,546.94,SUCCESS,18-25,26-35,Telangana,HDFC Bank,ICICI Bank,Android,4G,0,20,Saturday,1
TXN0002298,2024-02-17 21:01:50,RECHARGE,,2055.07,SUCCESS,26-35,36-45,Tamil Nadu,PNB,HDFC Bank,iOS,4G,0,21,Saturday,1
TXN0002299,2024-02-17 21:34:10,MERCHANT,Electronics,276349.51,SUCCESS,56+,36-45,Jharkhand,HDFC Bank,IndusInd Bank,iOS,WiFi,1,21,Saturday,1
TXN0002300,2024-02-17 22:06:22,MERCHANT,Education,2886.72,SUCCESS,18-25,56+,Rajasthan,ICICI Bank,Axis Bank,Android,4G,0,22,Saturday,1
TXN0002301,2024-02-17 22:30:06,P2P,Travel,253.03,SUCCESS,26-35,46-55,West Bengal,ICICI Bank,SBI,Android,WiFi,0,22,Saturday,1
TXN0002302,2024-02-17 23:07:38,BILL_PAYMENT,Electronics,698.24,SUCCESS,56+,36-45,Delhi,ICICI Bank,ICICI Bank,Android,4G,0,23,Saturday,1
TXN0002303,2024-02-17 23:48:27,RECHARGE,Entertainment,1916.54,SUCCESS,26-35,26-35,Tamil Nadu,HDFC Bank,Bank of Baroda,iOS,4G,0,23,Saturday,1
TXN0002304,2024-02-18 00:03:27,MERCHANT,Utilities,3488.45,SUCCESS,46-55,26-35,Andhra Pradesh,Union Bank,HDFC Bank,iOS,4G,0,0,Sunday,1
TXN0002305,2024-02-18 00:44:59,P2P,Groceries,2823.22,SUCCESS,46-55,56+,Haryana,HDFC Bank,Canara Bank,iOS,4G,0,0,Sunday,1
TXN0002306,2024-02-18 01:23:33,MERCHANT,Electronics,914.13,SUCCESS,18-25,18-25,Punjab,HDFC Bank,PNB,iOS,4G,0,1,Sunday,1
TXN0002307,2024-02-18 01:52:17,P2P,Retail,364437.22,SUCCESS,56+,46-55,Jharkhand,SBI,Union Bank,iOS,WiFi,1,1,Sunday,1
TXN0002308,2024-02-18 02:00:21,P2P,Utilities,1136.05,SUCCESS,36-45,18-25,West Bengal,ICICI Bank,Axis Bank,Android,4G,0,2,Sunday,1
TXN0002309,2024-02-18 02:36:49,P2P,,1160.31,SUCCESS,56+,36-45,West Bengal,Kotak Bank,PNB,Android,WiFi,0,2,Sunday,1
TXN0002310,2024-02-18 03:14:54,P2M,,2325.39,SUCCESS,36-45,46-55,Rajasthan,SBI,IndusInd Bank,iOS,4G,0,3,Sunday,1
TXN0002311,2024-02-18 03:38:34,P2M,Groceries,1725.46,SUCCESS,18-25,56+,Rajasthan,Bank of Baroda,Union Bank,iOS,4G,0,3,Sunday,1
TXN0002312,2024-02-18 04:19:10,MERCHANT,Food,2196.61,SUCCESS,46-55,46-55,Tamil Nadu,Canara Bank,Bank of Baroda,iOS,4G,0,4,Sunday,1
TXN0002313,2024-02-18 04:43:28,P2M,Groceries,1129.26,SUCCESS,56+,56+,Gujarat,Canara Bank,Kotak Bank,Android,5G,0,4,Sunday,1
TXN0002314,2024-02-18 05:28:43,BILL_PAYMENT,Electronics,376.45,SUCCESS,36-45,36-45,Punjab,Union Bank,Union Bank,iOS,4G,0,5,Sunday,1
TXN0002315,2024-02-18 05:44:33,P2M,Retail,572.88,SUCCESS,18-25,18-25,Rajasthan,Canara Bank,Union Bank,Android,WiFi,0,5,Sunday,1
TXN0002316,2024-02-18 06:00:13,P2P,Education,2460.15,SUCCESS,56+,26-35,Karnataka,SBI,IndusInd Bank,Android,4G,0,6,Sunday,1
TXN0002317,2024-02-18 06:46:10,MERCHANT,Healthcare,1368.28,SUCCESS,36-45,46-55,Punjab,PNB,Union Bank,iOS,4G,0,6,Sunday,1
TXN0002318,2024-02-18 07:16:17,MERCHANT,Retail,2248.31,SUCCESS,56+,56+,Rajasthan,Axis Bank,HDFC Bank,Android,WiFi,0,7,Sunday,1
TXN0002319,2024-02-18 07:46:53,RECHARGE,Travel,620.8,SUCCESS,26-35,18-25,West Bengal,PNB,IndusInd Bank,iOS,5G,0,7,Sunday,1
TXN0002320,2024-02-18 08:17:15,RECHARGE,Food,7749.78,SUCCESS,26-35,46-55,Madhya Pradesh,HDFC Bank,Union Bank,Android,4G,0,8,Sunday,1
TXN0002321,2024-02-18 08:31:26,P2P,Healthcare,821.81,SUCCESS,26-35,56+,Tamil Nadu,SBI,SBI,iOS,4G,0,8,Sunday,1
TXN0002322,2024-02-18 09:25:47,P2M,Healthcare,107727.11,SUCCESS,56+,18-25,Bihar,SBI,Bank of Baroda,Android,4G,1,9,Sunday,1
TXN0002323,2024-02-18 09:45:08,MERCHANT,Retail,2189.01,SUCCESS,46-55,36-45,Punjab,Canara Bank,Bank of Baroda,iOS,4G,0,9,Sunday,1
TXN0002324,2024-02-18 10:26:00,RECHARGE,Groceries,726.03,SUCCESS,56+,56+,Jharkhand,Canara Bank,IndusInd Bank,iOS,4G,0,10,Sunday,1
TXN0002325,2024-02-18 10:52:04,P2M,Food,439.55,SUCCESS,18-25,36-45,Gujarat,Bank of Baroda,Union Bank,Android,4G,0,10,Sunday,1
TXN0002326,2024-02-18 11:21:06,P2P,Utilities,1818.23,SUCCESS,18-25,18-25,Gujarat,Union Bank,SBI,Android,5G,0,11,Sunday,1
