transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,tx_count,avg_amt,std_amt,uniq_rec,high_amount_flag,hourly_tx_count,GRS,VA,transaction_type_enc,merchant_category_enc,sender_bank_enc,receiver_bank_enc,network_type_enc,device_type_enc,sender_state_enc,BRS,SNS,SAS,DARS,dars_flag
TXN0003082,2024-03-05 05:08:12,P2M,Education,4045.86,SUCCESS,56+,26-35,Delhi,HDFC Bank,Kotak Bank,Android,4G,0,5,Tuesday,0,103,21961.40844660194,69409.07717585293,10,0,7,10.0,0.999999997142857,2,0,3,6,0,0,2,27.609739546122142,0.0,29.02168,21.043896,0
TXN0003083,2024-03-05 05:50:36,BILL_PAYMENT,Food,3287.94,SUCCESS,46-55,18-25,Bihar,HDFC Bank,IndusInd Bank,iOS,5G,0,5,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,8,60.0,0.42857142734693876,0,3,3,5,1,1,1,49.356966274150174,0.0,29.863739,39.0285,0
TXN0003084,2024-03-05 06:28:36,RECHARGE,Groceries,1283.13,SUCCESS,26-35,46-55,Delhi,SBI,Kotak Bank,Android,5G,0,6,Tuesday,0,91,2906.614945054945,2916.7170698583454,10,0,1,10.0,0.14285714244897954,4,4,8,6,1,0,2,23.837770547637817,0.0,29.02168,10.963679,0
TXN0003085,2024-03-05 06:35:37,BILL_PAYMENT,Travel,421.04,SUCCESS,26-35,46-55,Telangana,Kotak Bank,Axis Bank,Android,5G,0,6,Tuesday,0,77,2251.8112987012987,2206.4421548510068,10,0,2,10.0,0.14285714244897954,0,7,6,0,1,0,12,39.090150555543886,0.0,29.02168,17.064632,0
TXN0003086,2024-03-05 07:02:52,BILL_PAYMENT,Electronics,1383.4,SUCCESS,26-35,26-35,Rajasthan,Axis Bank,Union Bank,Android,4G,0,7,Tuesday,0,99,2366.499090909091,2761.5251199418003,10,0,5,60.0,0.14285714244897954,0,1,0,9,0,0,10,29.163138819219675,0.0,29.02168,28.093826,0
TXN0003087,2024-03-05 07:41:11,P2P,Electronics,1037.85,SUCCESS,36-45,46-55,Gujarat,PNB,PNB,Android,5G,0,7,Tuesday,0,87,2635.4881609195404,2501.9593535878803,10,0,2,10.0,0.28571428489795925,3,1,7,7,1,0,3,16.922908148407643,0.0,29.02168,9.626307,0
TXN0003088,2024-03-05 08:02:43,P2M,Retail,1526.17,SUCCESS,46-55,46-55,Rajasthan,HDFC Bank,ICICI Bank,Android,WiFi,0,8,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,3,60.0,0.5714285697959183,2,6,3,4,2,0,10,42.72447861877461,0.0,29.110617,37.804077,0
TXN0003089,2024-03-05 08:37:44,BILL_PAYMENT,Electronics,19.37,SUCCESS,18-25,46-55,Delhi,IndusInd Bank,HDFC Bank,Android,4G,0,8,Tuesday,0,113,2100.2846017699117,2071.2078702487634,10,0,4,10.0,0.5714285697959183,0,1,5,3,0,0,2,16.816889244459787,0.0,29.02168,12.441041,0
TXN0003090,2024-03-05 09:16:34,P2M,Food,3702.63,SUCCESS,18-25,46-55,Delhi,Canara Bank,IndusInd Bank,iOS,5G,0,9,Tuesday,0,104,2847.8729807692307,2708.189818022463,10,0,7,10.0,0.42857142734693876,2,3,2,5,1,1,2,19.098480346390886,0.0,29.02168,11.925106,0
TXN0003091,2024-03-05 09:38:16,P2M,,1135.23,SUCCESS,26-35,18-25,Tamil Nadu,PNB,Kotak Bank,iOS,WiFi,0,9,Tuesday,0,127,2175.7560629921263,2814.651902473672,10,0,8,10.0,0.0,2,8,7,6,2,1,11,46.64849499864572,0.0,29.02168,18.659397,0
TXN0003092,2024-03-05 10:11:39,BILL_PAYMENT,Food,2185.24,SUCCESS,46-55,36-45,Punjab,Canara Bank,HDFC Bank,Android,4G,0,10,Tuesday,0,95,28207.371263157896,89965.91586721274,10,0,7,10.0,0.5714285697959183,0,3,2,3,0,0,9,26.224587903446135,0.0,29.212288,16.20412,0
TXN0003093,2024-03-05 10:36:34,P2P,Utilities,521.7,SUCCESS,26-35,36-45,Uttar Pradesh,ICICI Bank,Union Bank,Android,4G,0,10,Tuesday,0,96,2316.719375,2201.5743939753715,10,0,3,60.0,0.14285714244897954,3,9,4,9,0,0,13,22.48208408252256,0.0,29.02168,25.421406,0
TXN0003094,2024-03-05 11:11:42,BILL_PAYMENT,Education,1878.64,SUCCESS,56+,18-25,Punjab,ICICI Bank,HDFC Bank,Android,4G,0,11,Tuesday,0,121,22046.21520661157,78212.59007336404,10,0,5,10.0,0.999999997142857,0,0,4,3,0,0,9,34.67505392306707,0.0,29.02168,23.870022,0
TXN0003095,2024-03-05 11:35:07,P2P,Education,3727.08,SUCCESS,56+,56+,Telangana,HDFC Bank,PNB,Android,4G,0,11,Tuesday,0,103,21961.40844660194,69409.07717585293,10,0,5,10.0,0.999999997142857,3,0,3,7,0,0,12,23.10125438500627,0.0,29.02168,19.240501,0
TXN0003096,2024-03-05 12:29:51,BILL_PAYMENT,Electronics,625.51,SUCCESS,26-35,26-35,Haryana,Union Bank,Axis Bank,iOS,4G,0,12,Tuesday,0,96,2168.8068749999998,2003.7050109888205,10,0,6,60.0,0.0,0,1,9,0,0,1,4,33.17627808983876,0.0,29.02168,28.270512,0
TXN0003097,2024-03-05 12:33:02,BILL_PAYMENT,Healthcare,1644.42,SUCCESS,18-25,18-25,Gujarat,IndusInd Bank,Bank of Baroda,Android,4G,0,12,Tuesday,0,113,2100.2846017699117,2071.2078702487634,10,0,4,10.0,0.5714285697959183,0,5,5,1,0,0,3,15.506044178944236,0.0,29.02168,11.916703,0
TXN0003098,2024-03-05 13:10:28,BILL_PAYMENT,Travel,3685.84,SUCCESS,46-55,18-25,Rajasthan,ICICI Bank,SBI,Android,4G,0,13,Tuesday,0,107,23912.91859813084,81421.32598833223,10,0,8,60.0,0.5714285697959183,0,7,4,8,0,0,10,28.891996571692992,0.0,29.02168,32.271084,0
TXN0003099,2024-03-05 13:38:29,BILL_PAYMENT,Groceries,8502.26,SUCCESS,26-35,36-45,Telangana,IndusInd Bank,ICICI Bank,iOS,5G,0,13,Tuesday,0,85,2931.5423529411764,3237.5401326299625,10,0,4,10.0,0.0,0,4,5,4,1,1,12,36.26758740327256,0.0,29.02168,14.507035,0
TXN0003100,2024-03-05 14:28:51,RECHARGE,Groceries,596.18,SUCCESS,56+,36-45,Telangana,Union Bank,Bank of Baroda,Android,4G,0,14,Tuesday,0,116,15491.21025862069,57873.416172974714,10,0,6,10.0,0.999999997142857,4,4,9,1,0,0,12,30.53872104010459,0.0,29.02168,22.215488,0
TXN0003101,2024-03-05 14:39:05,BILL_PAYMENT,Retail,2323.0,SUCCESS,18-25,46-55,Rajasthan,Axis Bank,IndusInd Bank,iOS,4G,0,14,Tuesday,0,97,2093.0183505154637,1928.9534082764724,10,0,8,60.0,0.42857142734693876,0,6,0,5,0,1,10,28.479508759018934,0.0,29.02168,30.677517,0
TXN0003102,2024-03-05 15:26:27,P2P,Education,3022.0,SUCCESS,56+,18-25,Madhya Pradesh,Union Bank,IndusInd Bank,iOS,5G,0,15,Tuesday,0,116,15491.21025862069,57873.416172974714,10,0,8,10.0,0.8571428546938777,3,0,9,5,1,1,7,39.46848440809183,0.0,29.02168,24.358822,0
TXN0003103,2024-03-05 15:40:23,P2P,Groceries,3159.97,SUCCESS,46-55,36-45,Tamil Nadu,Canara Bank,HDFC Bank,iOS,4G,0,15,Tuesday,0,95,28207.371263157896,89965.91586721274,10,0,5,10.0,0.42857142734693876,3,4,2,3,0,1,11,33.628373078253105,0.0,29.212288,17.737064,0
TXN0003104,2024-03-05 16:29:47,BILL_PAYMENT,Retail,4240.51,SUCCESS,36-45,36-45,Punjab,ICICI Bank,PNB,iOS,5G,0,16,Tuesday,0,90,2537.2185555555557,2550.3552750348117,10,0,4,10.0,0.14285714244897954,0,6,4,7,1,1,9,17.30910895734391,0.0,29.02168,8.352215,0
TXN0003105,2024-03-05 16:39:53,MERCHANT,Retail,4596.14,SUCCESS,46-55,36-45,Andhra Pradesh,HDFC Bank,IndusInd Bank,Android,4G,0,16,Tuesday,0,114,30728.154824561403,92191.09248499262,10,0,13,10.0,0.5714285697959183,1,6,3,5,0,0,0,37.25610336561763,0.0,29.863739,20.616728,0
TXN0003106,2024-03-05 17:12:23,MERCHANT,Utilities,5088.05,SUCCESS,36-45,46-55,Karnataka,ICICI Bank,ICICI Bank,Android,4G,0,17,Tuesday,0,90,2537.2185555555557,2550.3552750348117,10,0,6,10.0,0.28571428489795925,1,9,4,4,0,0,6,13.557449268713128,0.0,29.02168,8.280123,0
TXN0003107,2024-03-05 17:50:50,P2M,Electronics,2709.1,SUCCESS,26-35,46-55,Haryana,SBI,SBI,iOS,4G,0,17,Tuesday,0,91,2906.614945054945,2916.7170698583454,10,0,3,60.0,0.0,2,1,8,8,0,1,4,25.33200466651627,0.0,29.02168,25.132801,0
TXN0003108,2024-03-05 18:29:28,P2P,Food,4928.55,SUCCESS,56+,26-35,West Bengal,Union Bank,HDFC Bank,iOS,4G,0,18,Tuesday,0,116,15491.21025862069,57873.416172974714,10,0,1,60.0,0.8571428546938777,3,3,9,3,0,1,14,46.89897419935562,0.0,29.02168,42.331017,0
TXN0003109,2024-03-05 18:59:16,RECHARGE,Retail,815.5,SUCCESS,18-25,46-55,Haryana,HDFC Bank,HDFC Bank,iOS,5G,0,18,Tuesday,0,99,2451.089494949495,2484.0631831662386,10,0,5,60.0,0.42857142734693876,4,6,3,3,1,1,4,12.909244692567512,0.0,29.02168,24.449411,0
TXN0003110,2024-03-05 19:24:19,P2M,Utilities,2930.34,SUCCESS,56+,46-55,Bihar,Canara Bank,Canara Bank,Android,4G,0,19,Tuesday,0,94,15420.781276595744,71234.88318972202,10,0,5,60.0,0.999999997142857,2,9,2,2,0,0,1,29.412582075503856,0.0,29.02168,36.765034,0
TXN0003111,2024-03-05 19:54:05,RECHARGE,Groceries,812.7,SUCCESS,46-55,56+,Delhi,ICICI Bank,SBI,Android,4G,0,19,Tuesday,0,107,23912.91859813084,81421.32598833223,10,0,7,10.0,0.5714285697959183,4,4,4,8,0,0,2,24.484696317899818,0.0,29.02168,15.508164,0
TXN0003112,2024-03-05 20:09:13,RECHARGE,Electronics,1391.31,SUCCESS,18-25,46-55,Gujarat,Canara Bank,Axis Bank,Android,4G,0,20,Tuesday,0,104,2847.8729807692307,2708.189818022463,10,0,5,10.0,0.5714285697959183,4,1,2,0,0,0,3,18.872264658844102,0.0,29.02168,13.263191,0
TXN0003113,2024-03-05 20:30:20,RECHARGE,Food,1237.15,SUCCESS,26-35,26-35,Gujarat,HDFC Bank,PNB,Android,5G,0,20,Tuesday,0,111,2462.6384684684685,2642.066253727872,10,0,4,10.0,0.14285714244897954,4,3,3,7,1,0,3,13.190483715722806,0.0,29.02168,6.704765,0
TXN0003114,2024-03-05 21:09:13,RECHARGE,Groceries,1282.35,SUCCESS,56+,56+,Gujarat,ICICI Bank,PNB,Android,4G,0,21,Tuesday,0,121,22046.21520661157,78212.59007336404,10,0,6,10.0,0.999999997142857,4,4,4,7,0,0,3,35.581609247250356,0.0,29.02168,24.232643,0
TXN0003115,2024-03-05 21:36:36,MERCHANT,Groceries,1103.73,SUCCESS,56+,46-55,Bihar,Canara Bank,Axis Bank,Android,4G,0,21,Tuesday,0,94,15420.781276595744,71234.88318972202,10,0,7,60.0,0.999999997142857,1,4,2,0,0,0,1,26.448368378651352,0.0,29.02168,35.579346,0
TXN0003116,2024-03-05 22:10:24,P2P,Groceries,2001.81,SUCCESS,36-45,56+,Delhi,Canara Bank,Kotak Bank,Android,4G,0,22,Tuesday,0,106,1858.7118867924528,1534.1941892019954,10,0,4,10.0,0.28571428489795925,3,4,2,6,0,0,2,8.269515456517084,0.0,29.02168,6.164949,0
TXN0003117,2024-03-05 22:31:44,RECHARGE,,682.01,SUCCESS,36-45,56+,Haryana,Kotak Bank,Axis Bank,iOS,5G,0,22,Tuesday,0,85,2672.8591764705884,2755.4625024196907,10,0,5,60.0,0.14285714244897954,4,8,6,0,1,1,4,36.953162588811196,0.0,29.02168,31.209837,0
TXN0003118,2024-03-05 23:03:11,RECHARGE,,1221.96,SUCCESS,18-25,26-35,Gujarat,PNB,ICICI Bank,Android,4G,0,23,Tuesday,0,97,2334.385051546392,2223.0787454424008,10,0,6,10.0,0.5714285697959183,4,8,7,4,0,0,3,13.91704385373329,0.0,29.02168,11.281103,0
TXN0003119,2024-03-05 23:30:16,MERCHANT,Healthcare,558.32,SUCCESS,56+,18-25,Haryana,ICICI Bank,Union Bank,Android,4G,0,23,Tuesday,0,121,22046.21520661157,78212.59007336404,10,0,9,60.0,0.999999997142857,1,5,4,9,0,0,4,39.34605801213958,0.0,29.02168,40.738422,0
TXN0003120,2024-03-06 00:19:03,MERCHANT,,233.16,SUCCESS,26-35,36-45,Haryana,Axis Bank,HDFC Bank,iOS,4G,0,0,Wednesday,0,99,2366.499090909091,2761.5251199418003,10,0,5,60.0,0.0,1,8,0,3,0,1,4,31.879228445698722,0.0,29.02168,27.751692,0
TXN0003121,2024-03-06 00:36:32,MERCHANT,Utilities,3616.76,SUCCESS,36-45,46-55,Tamil Nadu,Bank of Baroda,ICICI Bank,iOS,4G,0,0,Wednesday,0,87,2684.444022988506,2520.793010302863,10,0,3,10.0,0.14285714244897954,1,9,1,4,0,1,11,29.42256071937196,0.0,29.02168,13.197596,0
TXN0003122,2024-03-06 01:07:04,BILL_PAYMENT,Education,660.38,SUCCESS,26-35,18-25,Gujarat,ICICI Bank,IndusInd Bank,Android,4G,0,1,Wednesday,0,96,2316.719375,2201.5743939753715,10,0,6,10.0,0.14285714244897954,0,0,4,5,0,0,3,16.859448596022546,0.0,29.02168,8.172351,0
TXN0003123,2024-03-06 01:32:08,RECHARGE,Food,731.17,SUCCESS,56+,26-35,Bihar,Union Bank,IndusInd Bank,iOS,5G,0,1,Wednesday,0,116,15491.21025862069,57873.416172974714,10,0,5,60.0,0.8571428546938777,4,3,9,5,1,1,1,42.761916066443156,0.0,29.02168,40.676193,0
TXN0003124,2024-03-06 02:19:13,P2P,Groceries,385703.87,SUCCESS,56+,26-35,Jharkhand,ICICI Bank,IndusInd Bank,iOS,4G,1,2,Wednesday,0,121,22046.21520661157,78212.59007336404,10,1,7,60.0,0.8571428546938777,3,4,4,5,0,1,5,83.28052245846321,0.0,95.15171,56.883636,0
TXN0003125,2024-03-06 02:39:31,RECHARGE,Electronics,2587.61,SUCCESS,18-25,26-35,Bihar,IndusInd Bank,Kotak Bank,Android,WiFi,0,2,Wednesday,0,113,2100.2846017699117,2071.2078702487634,10,0,8,60.0,0.5714285697959183,4,1,5,6,2,0,1,41.41720270531938,0.0,29.02168,37.281166,0
TXN0003126,2024-03-06 03:26:23,P2P,Education,3547.41,SUCCESS,46-55,46-55,Telangana,Canara Bank,IndusInd Bank,Android,4G,0,3,Wednesday,0,95,28207.371263157896,89965.91586721274,10,0,5,10.0,0.5714285697959183,3,0,2,5,0,0,12,31.663834467119074,0.0,29.212288,18.37982,0
TXN0003127,2024-03-06 03:30:28,P2M,Healthcare,569.89,SUCCESS,36-45,26-35,Uttar Pradesh,PNB,Axis Bank,iOS,4G,0,3,Wednesday,0,87,2635.4881609195404,2501.9593535878803,10,0,5,60.0,0.14285714244897954,2,5,7,0,0,1,13,23.53315971126635,0.0,29.02168,25.841835,0
TXN0003128,2024-03-06 04:18:40,MERCHANT,Education,2927.43,SUCCESS,56+,26-35,Delhi,Canara Bank,ICICI Bank,Android,4G,0,4,Wednesday,0,94,15420.781276595744,71234.88318972202,10,0,3,10.0,0.999999997142857,1,0,2,4,0,0,2,33.02987370725674,0.0,29.02168,23.21195,0
TXN0003129,2024-03-06 04:47:13,P2M,Electronics,1811.95,SUCCESS,36-45,46-55,Uttar Pradesh,PNB,Union Bank,iOS,4G,0,4,Wednesday,0,87,2635.4881609195404,2501.9593535878803,10,0,5,60.0,0.14285714244897954,2,1,7,9,0,1,13,23.18675519475417,0.0,29.02168,25.703274,0
TXN0003130,2024-03-06 05:04:01,RECHARGE,Food,548.75,SUCCESS,46-55,46-55,Uttar Pradesh,HDFC Bank,Bank of Baroda,iOS,WiFi,0,5,Wednesday,0,114,30728.154824561403,92191.09248499262,10,0,8,60.0,0.42857142734693876,4,3,3,1,2,1,13,54.793749836555534,0.0,29.110617,41.203213,0
TXN0003131,2024-03-06 05:33:51,RECHARGE,Healthcare,41.78,SUCCESS,56+,36-45,Gujarat,Kotak Bank,SBI,Android,4G,0,5,Wednesday,0,120,15863.572583333333,61311.10103631213,10,0,8,10.0,0.999999997142857,4,5,6,8,0,0,3,33.90303179602165,0.0,29.02168,23.561213,0
TXN0003132,2024-03-06 06:13:08,MERCHANT,,891.12,SUCCESS,56+,26-35,Maharashtra,PNB,Kotak Bank,iOS,5G,0,6,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,7,10.0,0.8571428546938777,1,8,7,6,1,1,8,38.928710389652366,0.0,33.786125,24.142912,0
TXN0003133,2024-03-06 06:51:47,P2P,Food,6340.16,SUCCESS,18-25,56+,Delhi,Bank of Baroda,IndusInd Bank,Android,4G,0,6,Wednesday,0,89,2110.99,1956.6365952090753,10,1,2,10.0,0.5714285697959183,3,3,1,5,0,0,2,44.47513108130133,0.0,29.14017,23.504337,0
TXN0003134,2024-03-06 07:11:54,P2P,Travel,6954.18,SUCCESS,56+,26-35,Andhra Pradesh,PNB,Canara Bank,Android,5G,0,7,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,6,10.0,0.999999997142857,3,7,7,2,1,0,0,44.51616617307452,0.0,29.176643,27.806467,0
TXN0003135,2024-03-06 07:42:38,RECHARGE,Food,915.68,SUCCESS,36-45,46-55,West Bengal,HDFC Bank,Axis Bank,Android,4G,0,7,Wednesday,0,87,2426.3277011494256,2410.8024063787625,10,0,3,60.0,0.28571428489795925,4,3,3,0,0,0,14,23.78668417895625,0.0,29.02168,27.371817,0
TXN0003136,2024-03-06 08:13:21,P2P,Electronics,1258.89,SUCCESS,26-35,46-55,Gujarat,ICICI Bank,Kotak Bank,Android,WiFi,0,8,Wednesday,0,96,2316.719375,2201.5743939753715,10,0,3,10.0,0.14285714244897954,3,1,4,6,2,0,3,19.805022529456622,0.0,29.02168,9.35058,0
TXN0003137,2024-03-06 08:42:55,P2M,Retail,1345.6,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,Kotak Bank,Android,4G,0,8,Wednesday,0,97,2334.385051546392,2223.0787454424008,10,0,3,60.0,0.5714285697959183,2,6,7,6,0,0,13,11.973962916924975,0.0,29.02168,25.50387,0
TXN0003138,2024-03-06 09:12:05,P2M,Travel,2974.9,SUCCESS,18-25,46-55,Punjab,SBI,Canara Bank,iOS,WiFi,0,9,Wednesday,0,85,2843.6529411764704,3432.328003871294,10,0,8,10.0,0.42857142734693876,2,7,8,2,2,1,9,27.321887800981315,0.0,29.02168,15.214469,0
TXN0003139,2024-03-06 09:33:19,MERCHANT,Retail,808.08,SUCCESS,56+,36-45,Tamil Nadu,Kotak Bank,Canara Bank,Android,4G,0,9,Wednesday,0,120,15863.572583333333,61311.10103631213,10,0,3,10.0,0.999999997142857,1,6,6,2,0,0,11,24.262101502121908,0.0,29.02168,19.70484,0
TXN0003140,2024-03-06 10:15:44,P2M,,130.14,SUCCESS,18-25,18-25,Rajasthan,Canara Bank,IndusInd Bank,Android,4G,0,10,Wednesday,0,104,2847.8729807692307,2708.189818022463,10,0,2,60.0,0.5714285697959183,2,8,2,5,0,0,10,15.877325186641912,0.0,29.02168,27.065216,0
TXN0003141,2024-03-06 10:31:18,P2M,Food,526.45,SUCCESS,18-25,26-35,Rajasthan,HDFC Bank,ICICI Bank,iOS,WiFi,0,10,Wednesday,0,99,2451.089494949495,2484.0631831662386,10,0,6,60.0,0.42857142734693876,2,3,3,4,2,1,10,21.341877679811574,0.0,29.02168,27.822466,0
TXN0003142,2024-03-06 11:15:55,BILL_PAYMENT,Electronics,282.07,SUCCESS,56+,18-25,Jharkhand,IndusInd Bank,PNB,Android,WiFi,0,11,Wednesday,0,95,23588.880315789473,84990.00197406899,10,0,8,60.0,0.999999997142857,0,1,5,7,2,0,5,45.978285690882736,0.0,29.02168,43.391315,0
TXN0003143,2024-03-06 11:44:15,BILL_PAYMENT,Healthcare,287951.71,SUCCESS,56+,26-35,Uttar Pradesh,Union Bank,Union Bank,Android,4G,1,11,Wednesday,0,116,15491.21025862069,57873.416172974714,10,1,4,60.0,0.999999997142857,0,5,9,9,0,0,13,72.1104572116179,0.0,95.15171,53.84418,0
TXN0003144,2024-03-06 12:19:56,RECHARGE,Food,1823.95,SUCCESS,46-55,36-45,Karnataka,Bank of Baroda,SBI,Android,4G,0,12,Wednesday,0,105,29667.722857142857,93091.9374122215,10,0,2,10.0,0.5714285697959183,4,3,1,8,0,0,6,35.17685008987581,0.0,33.786125,19.785027,0
TXN0003145,2024-03-06 12:37:46,MERCHANT,Utilities,2748.9,SUCCESS,18-25,36-45,Delhi,ICICI Bank,Kotak Bank,iOS,5G,0,12,Wednesday,0,98,2736.058775510204,2631.6478471076093,10,0,5,10.0,0.42857142734693876,1,9,4,6,1,1,2,19.230999321072744,0.0,29.02168,11.978114,0
TXN0003146,2024-03-06 13:09:40,RECHARGE,Food,223.84,SUCCESS,18-25,36-45,Karnataka,ICICI Bank,IndusInd Bank,iOS,4G,0,13,Wednesday,0,98,2736.058775510204,2631.6478471076093,10,0,4,10.0,0.42857142734693876,4,3,4,5,0,1,6,7.97167744869904,0.0,29.02168,7.4743853,0
TXN0003147,2024-03-06 13:53:59,BILL_PAYMENT,Food,1751.83,SUCCESS,18-25,26-35,Uttar Pradesh,Bank of Baroda,PNB,Android,4G,0,13,Wednesday,0,89,2110.99,1956.6365952090753,10,0,4,60.0,0.5714285697959183,0,3,1,7,0,0,13,23.348737564981363,0.0,29.02168,30.053782,0
TXN0003148,2024-03-06 14:15:39,P2P,Healthcare,525.45,SUCCESS,46-55,36-45,Haryana,ICICI Bank,HDFC Bank,Android,5G,0,14,Wednesday,0,107,23912.91859813084,81421.32598833223,10,0,4,60.0,0.5714285697959183,3,5,4,3,1,0,4,16.485829262463,0.0,29.02168,27.308617,0
TXN0003149,2024-03-06 14:37:28,P2P,Groceries,3099.88,SUCCESS,18-25,26-35,Telangana,HDFC Bank,IndusInd Bank,iOS,WiFi,0,14,Wednesday,0,99,2451.089494949495,2484.0631831662386,10,0,6,10.0,0.42857142734693876,3,4,3,5,2,1,12,16.185512407481767,0.0,29.02168,10.759919,0
TXN0003150,2024-03-06 15:01:26,RECHARGE,Utilities,917.62,SUCCESS,56+,46-55,Punjab,Union Bank,PNB,iOS,WiFi,0,15,Wednesday,0,116,15491.21025862069,57873.416172974714,10,0,8,10.0,0.8571428546938777,4,9,9,7,2,1,9,49.24508567294185,0.0,29.02168,28.269463,0
TXN0003151,2024-03-06 15:31:40,RECHARGE,Entertainment,192.48,SUCCESS,56+,18-25,West Bengal,Axis Bank,Union Bank,Android,WiFi,0,15,Wednesday,0,106,12958.41896226415,60820.15668233536,10,0,6,60.0,0.999999997142857,4,2,0,9,2,0,14,46.88887220709859,0.0,29.02168,43.75555,0
TXN0003152,2024-03-06 16:17:11,MERCHANT,Healthcare,7573.03,SUCCESS,56+,18-25,Haryana,PNB,Axis Bank,iOS,4G,0,16,Wednesday,0,111,31760.069369369372,94918.80067039955,10,0,3,60.0,0.8571428546938777,1,5,7,0,0,1,4,42.04149989543014,0.0,29.176643,40.388027,0
TXN0003153,2024-03-06 16:44:04,P2P,Food,2657.86,SUCCESS,56+,36-45,West Bengal,ICICI Bank,Axis Bank,Android,WiFi,0,16,Wednesday,0,121,22046.21520661157,78212.59007336404,10,0,8,60.0,0.999999997142857,3,3,4,0,2,0,14,47.16355005590676,0.0,29.02168,43.86542,0
TXN0003154,2024-03-06 17:20:23,RECHARGE,Entertainment,4412.62,SUCCESS,26-35,36-45,Rajasthan,ICICI Bank,Bank of Baroda,Android,4G,0,17,Wednesday,0,96,2316.719375,2201.5743939753715,10,0,3,60.0,0.14285714244897954,4,2,4,1,0,0,10,17.753223270122604,0.0,29.02168,23.529861,0
TXN0003155,2024-03-06 17:55:28,BILL_PAYMENT,Electronics,334.93,SUCCESS,46-55,46-55,Punjab,SBI,Axis Bank,iOS,4G,0,17,Wednesday,0,104,18325.328461538462,71026.07551179589,10,0,6,10.0,0.42857142734693876,0,1,8,0,0,1,9,35.904641223894146,0.0,29.02168,18.647572,0
TXN0003156,2024-03-06 18:01:26,BILL_PAYMENT,Entertainment,939.04,SUCCESS,46-55,46-55,Karnataka,HDFC Bank,Canara Bank,Android,4G,0,18,Wednesday,0,114,30728.154824561403,92191.09248499262,10,0,3,10.0,0.5714285697959183,0,2,3,2,0,0,6,33.44835145960675,0.0,29.110617,19.093626,0
TXN0003157,2024-03-06 18:30:42,P2M,,931.06,SUCCESS,26-35,56+,Maharashtra,Bank of Baroda,Canara Bank,Android,4G,0,18,Wednesday,0,101,2602.231683168317,2301.5175690904766,10,0,5,10.0,0.14285714244897954,2,8,1,2,0,0,8,8.699118903997416,0.0,29.02168,4.908219,0
TXN0003158,2024-03-06 19:23:28,P2P,Utilities,1586.09,SUCCESS,46-55,46-55,Andhra Pradesh,ICICI Bank,SBI,Android,4G,0,19,Wednesday,0,107,23912.91859813084,81421.32598833223,10,0,7,10.0,0.5714285697959183,3,9,4,8,0,0,0,30.73887469486896,0.0,29.02168,18.009836,0
TXN0003159,2024-03-06 19:57:24,BILL_PAYMENT,Retail,1031.38,SUCCESS,26-35,18-25,Jharkhand,PNB,SBI,Android,4G,0,19,Wednesday,0,127,2175.7560629921263,2814.651902473672,10,0,8,60.0,0.14285714244897954,0,6,7,8,0,0,5,36.010930772085416,0.0,29.02168,30.832943,0
TXN0003160,2024-03-06 20:24:18,P2M,Healthcare,4968.41,SUCCESS,26-35,36-45,Punjab,Kotak Bank,ICICI Bank,Android,WiFi,0,20,Wednesday,0,77,2251.8112987012987,2206.4421548510068,10,0,3,10.0,0.14285714244897954,2,5,6,4,2,0,9,34.211203612485896,0.0,29.02168,15.113053,0
TXN0003161,2024-03-06 20:36:47,MERCHANT,Utilities,5414.96,SUCCESS,26-35,56+,Uttar Pradesh,ICICI Bank,Canara Bank,Android,5G,0,20,Wednesday,0,96,2316.719375,2201.5743939753715,10,0,5,60.0,0.14285714244897954,1,9,4,2,1,0,13,22.659072842192913,0.0,29.02168,25.4922,0
TXN0003162,2024-03-06 21:25:06,P2M,Travel,2001.32,SUCCESS,18-25,56+,Haryana,ICICI Bank,Bank of Baroda,iOS,5G,0,21,Wednesday,0,98,2736.058775510204,2631.6478471076093,10,0,6,60.0,0.42857142734693876,2,7,4,1,1,1,4,22.012130254893123,0.0,29.02168,28.090567,0
TXN0003163,2024-03-06 21:41:03,P2M,Entertainment,1200.45,SUCCESS,46-55,56+,Andhra Pradesh,Union Bank,Bank of Baroda,Android,4G,0,21,Wednesday,0,105,14094.47361904762,67457.40703225347,10,0,2,10.0,0.5714285697959183,2,2,9,1,0,0,0,32.66978271972444,0.0,29.02168,18.782198,0
TXN0003164,2024-03-06 22:17:20,P2P,Healthcare,10306.69,SUCCESS,26-35,36-45,Andhra Pradesh,Canara Bank,Axis Bank,Android,4G,0,22,Wednesday,0,101,2486.4346534653464,2183.5583624320943,10,1,5,10.0,0.14285714244897954,3,5,2,0,0,0,0,45.31945014118542,0.0,29.14017,19.55635,0
